,decoder,video,time,num_frames,num_threads,codec
286,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.026388513296842574,48,8,h264
287,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.01025686040520668,48,8,h264
288,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.01997516620904207,48,1,xvid
289,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.008743187971413135,48,1,xvid
290,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.012311597168445588,48,1,xvid
291,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.009816795960068703,48,1,xvid
292,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.021239672601222993,48,1,xvid
293,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.008178684301674366,48,1,xvid
294,decord_cpu,v_SoccerJuggling_g24_c01,0.05056342352181673,251,1,xvid
295,tv_newAPI,v_SoccerJuggling_g24_c01,0.03129648938775063,251,1,xvid
296,pyav,v_SoccerJuggling_g24_c01,0.050109177641570565,251,1,xvid
297,tv_vr,v_SoccerJuggling_g24_c01,0.04664207212626934,251,1,xvid
298,tv_pyav,v_SoccerJuggling_g24_c01,0.06778170522302389,251,1,xvid
299,openCV,v_SoccerJuggling_g24_c01,0.02690318562090397,251,1,xvid
300,decord_cpu,v_SoccerJuggling_g23_c01,0.044208185747265816,240,1,xvid
301,tv_newAPI,v_SoccerJuggling_g23_c01,0.032070903852581975,240,1,xvid
302,pyav,v_SoccerJuggling_g23_c01,0.04990343414247036,240,1,xvid
303,tv_vr,v_SoccerJuggling_g23_c01,0.04623262118548155,240,1,xvid
304,tv_pyav,v_SoccerJuggling_g23_c01,0.06788024157285691,240,1,xvid
305,openCV,v_SoccerJuggling_g23_c01,0.025519555993378164,240,1,xvid
306,decord_cpu,R6llTwEh07w,0.08478918373584747,303,1,xvid
307,tv_newAPI,R6llTwEh07w,0.046492007188498975,303,1,xvid
308,pyav,R6llTwEh07w,0.076329237036407,303,1,xvid
309,tv_vr,R6llTwEh07w,0.07190258074551821,303,1,xvid
310,tv_pyav,R6llTwEh07w,0.11858388762921095,303,1,xvid
311,openCV,R6llTwEh07w,0.03320106323808432,303,1,xvid
312,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.014289811067283154,74,1,xvid
313,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01077888086438179,74,1,xvid
314,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.016446534916758536,74,1,xvid
315,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.011675584316253661,74,1,xvid
316,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.025678938068449498,74,1,xvid
317,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.00980667509138584,74,1,xvid
318,decord_cpu,SOX5yA1l24A,0.08981888070702553,332,1,xvid
319,tv_newAPI,SOX5yA1l24A,0.051014392822980884,332,1,xvid
320,pyav,SOX5yA1l24A,0.08324979655444623,332,1,xvid
321,tv_vr,SOX5yA1l24A,0.08016163650900125,332,1,xvid
322,tv_pyav,SOX5yA1l24A,0.12938770670443772,332,1,xvid
323,openCV,SOX5yA1l24A,0.03639077991247177,332,1,xvid
